step,epoch,lr,loss,l1,mse,ssim_loss,edge,val_loss,psnr,ssim,sec_per_step,elapsed_min,cost_yuan
580,3,0.0001996549617735826,0.5506629261119831,0.47579580545425415,0.04727610945701599,0.4214242696762085,0.40729209780693054,0.5181293040513992,15.729477485020956,0.7195775955915451,0.1598682403564453,2.0599819660186767,0.06866606553395589
600,3,0.00019962839529341403,0.5553907857415057,0.3493404686450958,0.023623641580343246,0.2761351466178894,0.2635796070098877,0.6634592985113462,14.720267216364542,0.6952697436014811,0.15957164764404297,2.1209376176198322,0.07069792058732774
620,3,0.00019960084554581598,0.5505626141953355,0.3773382306098938,0.021677862852811813,0.3021056652069092,0.21783003211021423,0.5095617584884167,16.15669337908427,0.7028138140837351,0.15967774391174316,2.185476469993591,0.07284921566645304
640,3,0.00019957231280405798,0.5371364316322794,0.4040203392505646,0.03544612601399422,0.28715890645980835,0.24421237409114838,0.543912141273419,15.946237484614054,0.7163527235388756,0.15928244590759277,2.2488512873649595,0.07496170957883198
660,4,0.00019954279735116,0.5315162866404887,0.29507604241371155,0.038181763142347336,0.31616002321243286,0.32187873125076294,0.4510992802679539,16.175968329111736,0.7193048745393753,0.15936708450317383,2.3365809599558514,0.07788603199852838
680,4,0.00019951229947988961,0.5264199695277874,0.5084446668624878,0.04769289493560791,0.3126295208930969,0.3304368853569031,0.609206015865008,15.315259138743082,0.7112506081660589,0.16006112098693848,2.4047850489616396,0.08015950163205465
700,4,0.00019948081949275925,0.5278783418951787,0.35541218519210815,0.03517373651266098,0.38565266132354736,0.31574949622154236,0.4179242091874282,16.58771808942159,0.7226873834927877,0.15956401824951172,2.4656795938809712,0.08218931979603238
720,4,0.00019944835770202291,0.5167534634459086,0.3511549234390259,0.03324923291802406,0.3494126796722412,0.3680841326713562,0.48720517630378407,16.364233414332073,0.7140352750817934,0.16091442108154297,2.5309521079063417,0.08436507026354471
740,4,0.00019941491442967334,0.5011426539159948,0.324084997177124,0.01699732057750225,0.25351887941360474,0.22623088955879211,0.5216819730897745,15.874734083811441,0.7061472311615944,0.16217708587646484,2.5949395815531413,0.08649798605177138
760,4,0.0001993804900074387,0.5024686726022298,0.3021484315395355,0.019973373040556908,0.2605704665184021,0.2133762538433075,0.4382958486676216,16.349741379419964,0.7160352046291033,0.16263508796691895,2.6555185437202455,0.08851728479067485
780,4,0.00019934508477677934,0.5123155516057559,0.39783525466918945,0.0331827849149704,0.2636396884918213,0.238461434841156,0.44904357691605884,16.147871653238933,0.7144388034939766,0.16127657890319824,2.715639285246531,0.09052130950821771
800,4,0.0001993086990888843,0.5200015938221046,0.29025495052337646,0.026486679911613464,0.2875075936317444,0.2518022954463959,0.4199953352411588,16.649316549301147,0.7365734279155731,0.16297268867492676,2.7764495452245077,0.09254831817415025
820,4,0.00019927133330466796,0.5518399317547981,0.5016447305679321,0.035415805876255035,0.3247988820075989,0.3079703450202942,0.6056144312024117,15.06819772720337,0.6994462783137957,0.15954184532165527,2.840822776158651,0.0946940925386217
840,4,0.0001992329877947664,0.5397623901322626,0.43395712971687317,0.03684873878955841,0.31348907947540283,0.2633420526981354,0.41141342371702194,16.513502200444538,0.7247272431850433,0.1611332893371582,2.900049861272176,0.09666832870907253
860,5,0.0001991936629395337,0.532558294504756,0.3483358919620514,0.03130277246236801,0.4235690236091614,0.3422393798828125,0.46008845915397006,16.378305117289226,0.7209501837690672,0.15976381301879883,2.9705186009407045,0.09901728669802348
880,5,0.0001991533591290382,0.5290476107189054,0.33440127968788147,0.023220455273985863,0.3781338930130005,0.31308314204216003,0.41884316007296246,16.99160710970561,0.7382246727744738,0.15969634056091309,3.0303648591041563,0.10101216197013856
900,5,0.00019911207676305862,0.5315247465790842,0.35585179924964905,0.029261887073516846,0.290888249874115,0.19572508335113525,0.5433313498894373,15.819714864095053,0.7194442749023438,0.1589820384979248,3.0938398679097494,0.10312799559699165
920,5,0.00019906981625108014,0.5246207722903425,0.4525032639503479,0.03491589054465294,0.27796483039855957,0.25555816292762756,0.5367053883771101,16.086796442667644,0.7295345837871233,0.1588737964630127,3.160530161857605,0.1053510053952535
940,5,0.00019902657801229025,0.5135945438642787,0.4408034384250641,0.04099749028682709,0.2674142122268677,0.2831464111804962,0.5147739499807358,16.123294909795124,0.7331594924132029,0.16354060173034668,3.2195064385732013,0.10731688128577338
960,5,0.0001989823624755747,0.5089679201825444,0.3478487432003021,0.03790080174803734,0.36380064487457275,0.3789989650249481,0.6431847835580508,14.701854785283407,0.7109539434313774,0.15937566757202148,3.2867924690246584,0.1095597489674886
980,5,0.00019893717007951308,0.5309492974437625,0.3278723955154419,0.039419110864400864,0.4170892834663391,0.3812950551509857,0.6111442322532336,15.05454683303833,0.7168879956007004,0.15844941139221191,3.346764898300171,0.11155882994333903
1000,5,0.0001988910012723747,0.5174609262094464,0.26893383264541626,0.01267687976360321,0.1665763258934021,0.15585541725158691,0.512193805227677,16.085901180903118,0.7196672136584917,0.33555150032043457,3.408667989571889,0.11362226631906297
1020,5,0.00019884385651211387,0.5317393457339032,0.5053447484970093,0.04444294422864914,0.32038217782974243,0.23148731887340546,0.4257179982960224,16.63954504330953,0.7399945184588432,0.15888309478759766,3.471434001127879,0.11571446670426262
1040,5,0.00019879573626636567,0.5240843479247728,0.4529728591442108,0.037990204989910126,0.398271381855011,0.355191707611084,0.45993762587507564,16.225801308949787,0.7168204883734385,0.16047239303588867,3.5303208390871683,0.11767736130290561
1060,5,0.00019874664101244101,0.5230988610158214,0.31183430552482605,0.05293002352118492,0.2757605314254761,0.2558706998825073,0.4646415188908577,16.529277801513672,0.7434414426485697,0.15931177139282227,3.588974404335022,0.11963248014450073
1080,6,0.00019869657123732214,0.5341822595745589,0.44718989729881287,0.03310871869325638,0.23637807369232178,0.2090345025062561,0.4248468888302644,16.912166515986126,0.7444408237934113,0.15900897979736328,3.6630844831466676,0.12210281610488892
1100,6,0.00019864552743765763,0.5247183490549006,0.3406420648097992,0.02149135433137417,0.22506797313690186,0.18044257164001465,0.3786718448003133,16.589136600494385,0.7314327557881674,0.1588754653930664,3.7215452949206034,0.12405150983068679
1120,6,0.0001985935101197576,0.5323806849866914,0.43092459440231323,0.03425232321023941,0.32648563385009766,0.2976287603378296,0.3697272303203742,17.13739546140035,0.7525832081834475,0.16104340553283691,3.784004282951355,0.1261334760983785
1140,6,0.00019854051979958852,0.5127658086455137,0.2947743833065033,0.018610095605254173,0.23527061939239502,0.2044878602027893,0.40259576464692753,17.218165397644043,0.7574370031555494,0.1606123447418213,3.8472049792607623,0.12824016597535876
1160,6,0.00019848655700276831,0.5237063750018689,0.4761956036090851,0.04435206949710846,0.3159977197647095,0.27984052896499634,0.746190237502257,13.52206834157308,0.714503675699234,0.1584606170654297,3.912884330749512,0.1304294776916504
1180,6,0.00019843162226456098,0.5302392587873145,0.43859419226646423,0.03317742422223091,0.30404824018478394,0.27824994921684265,0.38052400822440785,17.095009406407673,0.7586027284463247,0.1591353416442871,3.9716354886690777,0.13238784962230257
1200,6,0.00019837571612987126,0.5198581540966085,0.31028318405151367,0.025442112237215042,0.2910546064376831,0.2408110797405243,0.40889643256862956,17.03542431195577,0.753431648015976,0.16040539741516113,4.034137916564942,0.13447126388549804
1220,6,0.0001983188391532394,0.5109178513734061,0.40415653586387634,0.038636013865470886,0.24527978897094727,0.20412489771842957,0.5341211259365082,15.677905241648356,0.7235679924488068,0.16086649894714355,4.100047063827515,0.13666823546091716
1240,6,0.00019826099189883554,0.501639056215039,0.4409281611442566,0.04389321431517601,0.2888784408569336,0.2782512307167053,0.38259921967983246,16.62785291671753,0.7339543054501215,0.1609506607055664,4.159199790159861,0.1386399930053287
1260,6,0.00019820217494045407,0.5002848495125397,0.3222293555736542,0.026866167783737183,0.30457794666290283,0.25899314880371094,0.36796822398900986,16.905093749364216,0.7445560097694397,0.16237688064575195,4.218467088540395,0.14061556961801316
1280,6,0.0001981423888615081,0.4959750551193437,0.3425631523132324,0.034038741141557693,0.3253374695777893,0.3424617648124695,0.3793574124574661,16.867252031962078,0.7439337894320488,0.16357970237731934,4.278362945715586,0.14261209819051954
1300,7,0.00019808163425502346,0.496795599521291,0.3807961642742157,0.02808067575097084,0.27994751930236816,0.23706817626953125,0.39120131606856984,16.34603460629781,0.7338284725944201,0.1594994068145752,4.34151733716329,0.14471724457210966
1320,7,0.00019801991172363297,0.4888202946976037,0.4224576950073242,0.03373350203037262,0.27850353717803955,0.23163816332817078,0.4981483655671279,16.022646109263103,0.7394696200887362,0.16095352172851562,4.404991106192271,0.1468330368730757
1340,7,0.0001979572218795705,0.48461285904307766,0.37478774785995483,0.027227241545915604,0.2358255386352539,0.21828466653823853,0.4579378366470337,16.111993233362835,0.7328953817486763,0.1594853401184082,4.472225125630697,0.14907417085435656
1360,7,0.0001978935653446647,0.4785707862138762,0.39333394169807434,0.038170862942934036,0.24092233180999756,0.2522925138473511,0.42735204597314197,16.507031361262005,0.7454865003625551,0.1614527702331543,4.5318962653477985,0.15106320884492663
1380,7,0.00019782894275033306,0.47639853754743294,0.4129657447338104,0.03010597825050354,0.2884708642959595,0.26555824279785156,0.386099341015021,16.79170536994934,0.7424428164958954,0.16050434112548828,4.590883290767669,0.153029443025589
1400,7,0.00019776335473757544,0.47712122165774395,0.4500843286514282,0.07904191315174103,0.328402578830719,0.2650519013404846,0.40868790571888286,16.21523396174113,0.6932120521863302,0.16065669059753418,4.650411756833394,0.15501372522777981
1420,7,0.00019769680195696785,0.488283912669322,0.4650912284851074,0.038151759654283524,0.28168928623199463,0.2552061676979065,0.5256116613745689,16.188388268152874,0.7410385509332021,0.1617879867553711,4.714282747109731,0.15714275823699103
1440,7,0.00019762928506865605,0.4808643758556309,0.3553101718425751,0.02939126454293728,0.23817628622055054,0.2187710702419281,0.4338330229123433,16.546320756276447,0.7341316516200701,0.1595454216003418,4.773884514967601,0.15912948383225334
1460,7,0.00019756080474234874,0.4801101273745659,0.32189759612083435,0.04068170487880707,0.3204635977745056,0.2993197441101074,0.40100979804992676,16.72510019938151,0.7503552660346031,0.16240906715393066,4.833575367927551,0.16111917893091837
1480,7,0.0001974913616573112,0.4786518483263604,0.4088568091392517,0.03588026762008667,0.224318265914917,0.21486115455627441,0.38586168239514035,16.748642683029175,0.7489192485809326,0.1622476577758789,4.892484792073568,0.16308282640245225
1500,8,0.0001974209565023584,0.48552773143077216,0.3002099096775055,0.03703893721103668,0.3458412289619446,0.31243225932121277,0.4920346463720004,15.279638369878134,0.6781610324978828,0.15988874435424805,4.9626835544904075,0.16542278514968026
1520,8,0.00019734958997584822,0.4886246186500519,0.3491935133934021,0.03054364025592804,0.2781127691268921,0.31256186962127686,0.38411185642083484,17.20904541015625,0.7659805019696554,0.15929627418518066,5.0258260607719425,0.16752753535906473
1540,8,0.00019727726278567453,0.4844821194625893,0.3889773488044739,0.036439891904592514,0.2837985157966614,0.2742983400821686,0.5278905282417933,15.32935619354248,0.7306477352976799,0.1603095531463623,5.089374939600627,0.1696458313200209
1560,8,0.00019720397564926013,0.49162889567970763,0.4492088854312897,0.04559417814016342,0.24560481309890747,0.27304980158805847,0.5375540753205618,15.819072008132935,0.7454858173926672,0.16167807579040527,5.1482359568278,0.1716078652275933
1580,8,0.0001971297292935496,0.47756527415650973,0.32527896761894226,0.02517577074468136,0.2630947232246399,0.2498234212398529,0.4542028643190861,16.70610237121582,0.760252503057321,0.15990471839904785,5.207167446613312,0.17357224822044373
1600,8,0.00019705452445500224,0.46898162391547416,0.2886354923248291,0.03343769162893295,0.31084179878234863,0.29423069953918457,0.38266412168741226,17.137705326080322,0.7614963029821714,0.15950846672058105,5.266141021251679,0.1755380340417226
1620,8,0.00019697836187958456,0.4711631952838147,0.3027937412261963,0.023930948227643967,0.23822110891342163,0.20404154062271118,0.38760365918278694,16.148906628290813,0.7175223206480345,0.1684885025024414,5.331577595074972,0.17771925316916573
1640,8,0.0001969012423227631,0.4954720044752998,0.5233640670776367,0.05670485645532608,0.26890069246292114,0.28822100162506104,0.385602381080389,16.84281285603841,0.7563134854038557,0.16669034957885742,5.393060048421224,0.17976866828070748
1660,8,0.00019682316654949668,0.4811359970284081,0.3279383182525635,0.03542275354266167,0.2413761019706726,0.2681141495704651,0.3887789820631345,17.09057346979777,0.762096124390761,0.1709761619567871,5.454680466651917,0.18182268222173056
1680,8,0.00019674413533422912,0.48081640411679466,0.3032318651676178,0.022152874618768692,0.25153815746307373,0.21659383177757263,0.39504630242784816,15.905049641927084,0.6777044733365377,0.16964244842529297,5.516571398576101,0.18388571328587003
1700,8,0.00019666414946088124,0.48310292734887644,0.5233705639839172,0.04330483078956604,0.30923664569854736,0.3034379482269287,0.3777200219531854,16.48128604888916,0.7372569665312767,0.1709599494934082,5.578449503580729,0.1859483167860243
1720,9,0.00019658320972284335,0.4777695933086239,0.32033032178878784,0.026622481644153595,0.2507469654083252,0.2578851580619812,0.38673391689856845,16.456146081288654,0.7342672497034073,0.16989803314208984,5.64801458120346,0.18826715270678201
1740,9,0.00019650131692296722,0.4664007769840159,0.29549863934516907,0.02842898666858673,0.2719483971595764,0.24893437325954437,0.3740045912563801,16.851628303527832,0.7490191782514254,0.16712307929992676,5.710097400347392,0.19033658001157971
1760,9,0.00019641847187355817,0.47292116689444413,0.39622971415519714,0.02684001997113228,0.1966623067855835,0.21058396995067596,0.3889099632700284,16.338068803151447,0.7325425694386164,0.1590583324432373,5.771048212051392,0.1923682737350464
1780,9,0.000196334675396367,0.455337216679568,0.28675442934036255,0.030505448579788208,0.25684654712677,0.2637512683868408,0.37446683396895725,16.639900128046673,0.7448352302114168,0.1689891815185547,5.830396680037181,0.19434655600123935
1800,9,0.00019624992832258185,0.4591150759577735,0.27928635478019714,0.025381486862897873,0.24687474966049194,0.24690529704093933,0.5707176253199577,15.23755431175232,0.7366152480244637,0.15445446968078613,5.895405296484629,0.19651350988282099
1820,9,0.00019616423149281995,0.45881416252819035,0.5932296514511108,0.05516349524259567,0.25832754373550415,0.24856755137443542,0.5241381376981735,15.79868753751119,0.7407981033126513,0.15994548797607422,5.958505288759867,0.19861684295866225
1840,9,0.00019607758575711934,0.4483971718998611,0.20823298394680023,0.03017808496952057,0.22561460733413696,0.23553061485290527,0.5981158514817556,14.888340075810751,0.7292067408561707,0.16103363037109375,6.017548418045044,0.20058494726816814
1860,9,0.00019598999197493021,0.45839279632284524,0.18883080780506134,0.024117067456245422,0.24113166332244873,0.25554317235946655,0.4663638745745023,16.660857756932575,0.7576137880484263,0.16147470474243164,6.077033348878225,0.20256777829594083
1880,9,0.00019590145101510678,0.44577040959059167,0.33532601594924927,0.03259091079235077,0.2677183151245117,0.25401270389556885,0.3761497822900613,16.398821274439495,0.7317566846807798,0.1632068157196045,6.136278168360392,0.20454260561201307
1900,9,0.0001958119637558983,0.45556871125215953,0.608737051486969,0.06312676519155502,0.2397150993347168,0.22562681138515472,0.378371720512708,15.913791259129843,0.7090791190663973,0.16118812561035156,6.200768891970316,0.20669229639901054
1920,9,0.00019572153108494048,0.47151046667147306,0.4044986963272095,0.037499889731407166,0.26484405994415283,0.2977561354637146,0.4114256526033084,16.606213728586834,0.7454788982868195,0.16090750694274902,6.263943096001943,0.20879810320006476
1940,10,0.00019563015389924675,0.47457649902227134,0.3739662766456604,0.024383937940001488,0.2638452649116516,0.23945873975753784,0.4865490160882473,16.318844238917034,0.7450014799833298,0.15896081924438477,6.348597069581349,0.21161990231937833
1960,10,0.0001955378331051993,0.47227507814727443,0.5108790397644043,0.0424785278737545,0.27752089500427246,0.3055739998817444,0.6251878961920738,14.763077974319458,0.7485922227303187,0.15947318077087402,6.407314920425415,0.2135771640141805
1980,10,0.00019544456961854007,0.4769438978213507,0.5279191732406616,0.05686871334910393,0.3279585838317871,0.3150084614753723,0.5832955067356428,15.139619588851929,0.7314890921115875,0.15842342376708984,6.46560363372167,0.21552012112405566
2000,10,0.0001953503643643617,0.4696684651070443,0.45027437806129456,0.03247927129268646,0.2725728750228882,0.26902419328689575,0.46878140419721603,16.251006444295246,0.74492975572745,0.1593623161315918,6.523722000916799,0.21745740003055997
2020,10,0.00019525521827709835,0.46797754097290106,0.33943191170692444,0.02655322104692459,0.21220558881759644,0.24566666781902313,0.501088467737039,16.116374174753826,0.7566865161061287,0.15798521041870117,6.586741598447164,0.21955805328157213
2040,10,0.00019515913230051641,0.4623582156843253,0.31306320428848267,0.0244436077773571,0.3096144199371338,0.27259641885757446,0.36902685835957527,17.141520579655964,0.763340026140213,0.16158652305603027,6.645379869143168,0.22151266230477226
2060,10,0.00019506210738770512,0.45089044147122836,0.27254000306129456,0.02292047254741192,0.23653733730316162,0.20994065701961517,0.3919101444383462,16.811665614446003,0.7556157459815344,0.16083955764770508,6.70414377450943,0.22347145915031433
2080,10,0.0001949641445010673,0.4716039849939329,0.5449697971343994,0.07703900337219238,0.30256783962249756,0.23078034818172455,0.41871074835459393,17.008479833602905,0.7627277448773384,0.1580066680908203,6.766946383317312,0.22556487944391038
2100,10,0.00019486524461230942,0.46992834140740514,0.4007250964641571,0.03660980612039566,0.258536159992218,0.26539021730422974,0.4377147468427817,16.808454434076946,0.7670657535394033,0.16332459449768066,6.831152705351512,0.22770509017838372
2120,10,0.00019476540870243245,0.4692611549687246,0.6358206272125244,0.07608699053525925,0.41216176748275757,0.3759213387966156,0.34555109466115635,16.6573387781779,0.7466452419757843,0.15860676765441895,6.896920975049337,0.22989736583497788
2140,10,0.00019466463776172165,0.4736124948767134,0.36666369438171387,0.02776661142706871,0.17270725965499878,0.1837463229894638,0.35954787333806354,17.207343260447185,0.7714513589938482,0.1603407859802246,6.9556608438491825,0.2318553614616394
2160,11,0.0001945629327897371,0.4725304785938398,0.3728797435760498,0.03633325919508934,0.2724723219871521,0.3061795234680176,0.3944354181488355,16.705039978027344,0.7263716409603754,0.15865802764892578,7.027972682317098,0.2342657560772366
2180,11,0.00019446029479530365,0.46478875046948914,0.2646815776824951,0.011974002234637737,0.21299922466278076,0.1772489994764328,0.4061150165895621,16.99824325243632,0.7597485606869062,0.1601710319519043,7.086697538693746,0.23622325128979152
2200,11,0.00019435672479650091,0.4657207559413418,0.3076466917991638,0.028488945215940475,0.21524333953857422,0.22708390653133392,0.3950374983251095,17.0464502175649,0.7598651697238287,0.15915203094482422,7.145450905958811,0.23818169686529372
2220,11,0.0001942522238206531,0.46563891400870977,0.3682922422885895,0.02487708255648613,0.2683526277542114,0.24457375705242157,0.3987128684918086,16.981412649154663,0.7484351942936579,0.15837454795837402,7.208181440830231,0.24027271469434103
2240,11,0.000194146792904319,0.4681810660874162,0.3395835757255554,0.02938949689269066,0.27156347036361694,0.28044357895851135,0.4396019180615743,17.01121695836385,0.7704336245854696,0.16035676002502441,7.274005262056987,0.24246684206856622
2260,11,0.00019404043309328157,0.45725435281423454,0.3940180242061615,0.02849651873111725,0.16733384132385254,0.1758233606815338,0.4998547298212846,16.261760314305622,0.7434663847088814,0.1602039337158203,7.333131122589111,0.24443770408630372
2280,11,0.00019393314544253757,0.4543382296334129,0.30965378880500793,0.03232916444540024,0.30755114555358887,0.2792706787586212,0.4476749661068122,16.654189904530842,0.764455147087574,0.15860486030578613,7.392336483796438,0.24641121612654793
2300,11,0.00019382493101628717,0.4541874717327285,0.2998438775539398,0.021261464804410934,0.18769747018814087,0.199552521109581,0.4090136910478274,17.15834069252014,0.7647545834382375,0.1602315902709961,7.4513058026631676,0.24837686008877224
2320,11,0.0001937157908879233,0.43163562894947965,0.30063265562057495,0.022477801889181137,0.23205703496932983,0.262241929769516,0.3446585473914941,17.04626210530599,0.7514722794294357,0.1590890884399414,7.513915093739827,0.25046383645799425
2340,11,0.00019360572614002112,0.45160154666716623,0.3469497561454773,0.03564987704157829,0.3324982523918152,0.34992092847824097,0.5117231061061224,16.10973064104716,0.7323723584413528,0.16052651405334473,7.572833669185639,0.2524277889728546
2360,12,0.00019349473786432707,0.451171472071718,0.3739774823188782,0.04307049512863159,0.2980079650878906,0.30236345529556274,0.36709586903452873,17.35763971010844,0.7780785337090492,0.15810108184814453,7.640957804520925,0.25469859348403084
2380,12,0.00019338282716174836,0.45833562163076946,0.38265764713287354,0.03417187184095383,0.338742196559906,0.35469990968704224,0.3939484308163325,17.279503027598064,0.7703849772612253,0.15897893905639648,7.703740239143372,0.25679134130477904
2400,12,0.00019326999514234175,0.4579199146496054,0.2816546559333801,0.023696940392255783,0.24344080686569214,0.21394293010234833,0.4295862466096878,16.539940516153973,0.7382276033361753,0.16189289093017578,7.762373824914296,0.2587457941638099
2420,12,0.0001931562429253027,0.4553569597147825,0.4832248091697693,0.03952314332127571,0.30823802947998047,0.27366670966148376,0.4595426718393962,16.6184298992157,0.7442371845245361,0.15958642959594727,7.825100982189179,0.26083669940630594
2440,12,0.00019304157163895421,0.4510647069794792,0.2808975875377655,0.02579631470143795,0.22246253490447998,0.24401597678661346,0.4363185837864876,16.797784487406414,0.7760355969270071,0.15956401824951172,7.889401797453562,0.26298005991511875
2460,12,0.0001929259824207357,0.4458723862236107,0.3618403971195221,0.03247540816664696,0.2472163438796997,0.23190520703792572,0.42289325843254727,16.118836561838787,0.7240627979238828,0.1615009307861328,7.947869010766348,0.2649289670255449
2480,12,0.00019280947641719162,0.4407742966198751,0.470632940530777,0.03890426084399223,0.26809948682785034,0.23015819489955902,0.4748575935761134,16.68476915359497,0.7644420290986697,0.1581878662109375,8.00673946539561,0.266891315513187
